libsizes,x_xmap_y_mean,x_xmap_y_sig,x_xmap_y_upper,x_xmap_y_lower,y_xmap_x_mean,y_xmap_x_sig,y_xmap_x_upper,y_xmap_x_lower,x,y
1100,0.6912902421495254,0,0.7156585913803927,0.6652409872676252,0.5819823091133791,0,0.6130046936342128,0.54916816493904,ndvi,pre
1200,0.7120507021807331,0,0.7350370331880773,0.6874294853096005,0.6005717725927423,0,0.6305367692329621,0.5688191578989837,ndvi,pre
1300,0.7309237329998761,0,0.7526211646731877,0.707640689753685,0.6173328287735408,0,0.6463182680703722,0.586568469023647,ndvi,pre
1400,0.7489253568758814,0,0.7693646124763466,0.7269542696740424,0.6328492106519965,0,0.6609057655585538,0.6030261016113928,ndvi,pre
1500,0.7665773327074646,0,0.7857556251967712,0.7459265342127238,0.6463338482600439,0,0.6735659532320433,0.6173493890376714,ndvi,pre
1600,0.7832089402240382,0,0.8011745538262115,0.763832827788173,0.6582222163615972,0,0.6847142291890245,0.6299930893004863,ndvi,pre
100,0.09495281834756568,1.110196209459513e-4,0.14252828586039368,0.046939612075336964,0.032037637692250646,0.19308328703247568,0.08014197054721432,-0.016215578789132983,bio,sm
200,0.13152384365065692,8.093329739722321e-8,0.17861899751449895,0.08382741224163322,0.06269049302638093,0.01081497165820755,0.1105843087303777,0.014506190201653366,bio,sm
300,0.15845062670142987,9.40159061713075e-11,0.20511137175219488,0.1110712474824024,0.08427560859827334,6.060907853844277e-4,0.13196739423657572,0.03619455832302828,bio,sm
400,0.1863919546842384,2.220446049250313e-14,0.23252982623954005,0.13941706070034954,0.10161721707534048,3.506515218631989e-5,0.14911459606457386,0.0536519938617935,bio,sm
500,0.21239805379251825,0,0.25798354343898,0.1658689824089688,0.11886262764290824,1.2681911534251356e-6,0.1661383964897764,0.07104171459405773,bio,sm
600,0.24573944491988395,0,0.29052443815756507,0.19988017561714685,0.14181132816233383,7.0887415937193055e-9,0.18874858158135852,0.09422761754795514,bio,sm
700,0.28147371212142885,0,0.3252861275888536,0.2364554234290609,0.17039040934233216,3.140598892059643e-12,0.21683669017307722,0.12317444815574528,bio,sm
800,0.3166713668555028,0,0.3594104403974797,0.27260658333081966,0.20224003213947614,0,0.24804880869667478,0.15552884687469223,bio,sm
900,0.35303170113742915,0,0.39454235691297923,0.3100830350435179,0.23407646570372237,0,0.2791532445892611,0.18797031565793693,bio,sm
1000,0.38903766002391627,0,0.4292126879710417,0.3473262316167408,0.26035153494454766,0,0.3047531320680313,0.2148207216654378,bio,sm
1100,0.42351340024468337,0,0.462298979065081,0.3831103725433179,0.2852193873096233,0,0.32892301323633893,0.2402966520163718,bio,sm
1200,0.4579252883508084,0,0.4952166424379164,0.4189495843103008,0.30830973236138126,0,0.35131412976288134,0.26400714899106176,bio,sm
1300,0.4909799027882883,0,0.5267354646648648,0.4534899562658954,0.3280537358866231,0,0.37042130322455463,0.28432398599464753,bio,sm
1400,0.5206157499919399,0,0.5549110167702231,0.484553933614376,0.345507897523731,0,0.38728268605462857,0.30231731308162874,bio,sm
1500,0.5467040698839463,0,0.5796489000283332,0.5119749113384182,0.36001803143625116,0,0.40127878627657265,0.3172991372980166,bio,sm
1600,0.5681239383871872,0,0.5999146934357197,0.5345419994327413,0.3712910088854105,0,0.4121391258356813,0.3289533099202938,bio,sm
